Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
40,0,905,1,19,2,2,281,3,1,99,3,2,2,4,2,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,0
38,0,1180,1,29,1,2,282,2,1,70,3,2,5,1,2,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,1
29,0,121,2,27,3,4,283,2,0,35,3,3,1,4,2,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,1
22,0,1136,1,5,3,1,284,4,1,60,4,1,3,2,3,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,0
36,1,635,1,18,1,2,286,2,0,73,3,1,2,4,1,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,0
40,2,1151,1,9,5,1,287,4,1,63,2,2,5,4,2,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,0
46,0,644,1,1,4,2,288,4,1,97,3,3,5,1,3,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,0
32,0,1045,2,4,4,2,291,4,1,32,1,3,1,4,2,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,1
30,2,829,1,1,1,1,292,3,1,88,2,3,4,3,1,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,0
27,1,1242,2,20,3,1,293,4,0,90,3,2,1,3,1,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,0
51,0,1469,1,8,4,1,296,2,1,81,2,3,8,2,2,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,0
30,0,1005,1,3,3,5,297,4,0,88,3,1,3,1,1,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,1
41,0,896,2,6,3,1,298,4,0,75,3,3,6,4,1,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,0
30,1,334,2,26,4,4,299,3,0,52,2,2,1,1,1,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,1
29,0,992,1,1,3,5,300,3,1,85,3,1,3,3,1,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,1
45,2,1052,2,6,3,2,302,4,0,57,2,3,1,4,1,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,0
54,0,1147,2,3,3,4,303,4,0,52,3,2,1,1,2,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,0
36,0,1396,1,5,2,1,304,4,1,62,3,2,2,2,1,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,0
33,0,147,1,4,4,2,305,3,0,47,2,1,3,2,2,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,0
37,1,663,1,11,3,6,306,2,1,47,3,3,8,4,3,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7,0
38,0,119,2,3,3,1,307,1,1,76,3,3,1,3,3,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,0
31,2,979,1,1,4,2,308,3,1,90,1,2,4,3,2,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,0
59,0,142,1,3,3,1,309,3,1,70,2,1,3,4,2,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,0
37,1,319,2,4,4,4,311,1,1,41,3,1,7,4,3,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,0
29,1,1413,2,1,1,2,312,2,0,42,3,3,1,4,2,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,0
35,1,944,2,1,3,4,314,3,0,92,3,3,1,3,1,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,0
29,0,896,1,18,1,2,315,3,1,86,2,1,3,4,1,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1,1
52,0,1323,1,2,3,1,316,3,0,89,2,1,2,4,1,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,0
42,0,532,1,4,2,5,319,3,1,58,3,5,6,4,2,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,0
59,0,818,3,6,2,2,321,2,1,52,3,1,3,3,2,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,0
50,0,854,2,1,4,2,323,4,0,68,3,5,6,4,3,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,0
33,0,813,1,14,3,2,325,3,1,58,3,1,2,4,2,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,1
43,0,1034,2,16,3,4,327,4,0,80,3,4,6,4,2,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,0
33,0,465,1,2,2,1,328,1,0,39,3,1,2,1,2,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,1
52,2,771,2,2,4,1,329,1,1,79,2,5,6,3,1,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,0
32,0,1401,2,4,2,1,330,3,0,56,3,1,7,2,2,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,0
32,0,515,1,1,3,1,331,4,1,62,2,1,2,3,1,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,1
39,0,1431,1,1,4,2,332,3,0,96,3,1,2,3,3,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,0
32,2,976,2,26,4,4,333,3,1,100,3,2,1,4,2,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,0
41,0,1411,1,19,2,1,334,3,1,36,3,2,3,1,3,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,0
40,0,1300,1,24,2,5,335,1,1,62,3,2,3,4,3,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,0
45,0,252,1,1,3,6,336,3,1,70,4,5,6,4,2,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,0
31,1,1327,1,3,4,2,337,2,1,73,3,3,8,3,3,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,0
33,0,832,1,5,4,1,338,3,0,63,2,1,3,4,2,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2,0
34,0,470,1,2,4,1,339,4,1,84,2,2,4,1,2,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,0
37,0,1017,1,1,2,2,340,3,0,83,2,1,3,1,2,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,0
45,1,1199,1,7,4,1,341,1,1,77,4,2,4,3,2,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,0
37,1,504,1,10,3,2,342,1,1,61,3,3,4,3,3,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,1
39,1,505,1,2,4,5,343,3,0,64,3,3,5,3,1,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,0
29,0,665,1,15,3,1,346,3,1,60,3,1,3,4,1,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,0
42,0,916,1,17,2,1,347,4,0,82,4,2,3,1,1,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,0
29,0,1247,2,20,2,4,349,4,1,45,3,2,1,4,3,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,0
25,0,685,1,1,3,1,350,1,0,62,3,2,4,3,2,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2,0
42,0,269,1,2,3,2,351,4,0,56,2,1,2,1,3,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,0
40,0,1416,1,2,2,2,352,1,1,49,3,5,8,3,3,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9,0
51,0,833,1,1,3,1,353,3,1,96,3,1,3,4,2,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0,0
31,1,307,1,29,2,2,355,3,1,71,2,1,2,2,1,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,1
32,1,1311,1,7,3,1,359,2,1,100,4,1,2,2,2,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,0
38,2,1327,2,2,2,1,361,4,1,39,2,2,1,4,2,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,0
32,0,128,1,2,1,5,362,4,1,84,2,2,2,1,1,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,0
46,0,488,2,2,3,5,363,3,0,75,1,4,6,2,2,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,0
28,0,529,1,2,4,1,364,1,1,79,3,1,2,3,1,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0,1
29,0,1210,2,2,3,2,366,1,1,78,2,2,1,2,2,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,0
31,0,1463,1,23,3,2,367,2,1,64,2,2,5,4,2,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,0
25,2,675,1,5,2,1,369,2,1,85,4,2,5,1,3,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,0
45,0,1385,1,20,2,2,372,3,1,79,3,4,5,4,2,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10,0
36,0,1403,1,6,3,1,373,4,1,47,3,1,2,4,2,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11,0
55,0,452,1,1,3,2,374,4,1,81,3,5,6,1,1,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,0
47,2,666,1,29,4,1,376,1,1,88,3,3,6,2,2,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9,1
28,0,1158,1,9,3,2,377,4,1,94,3,1,3,4,2,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,0
37,0,228,2,6,4,2,378,3,1,98,3,2,1,4,2,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,0
21,0,996,1,3,2,2,379,4,1,100,2,1,3,3,1,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,0
37,2,728,1,1,4,2,380,1,0,80,3,3,8,4,3,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,0
35,0,1315,1,22,3,1,381,2,0,71,4,3,6,2,3,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,0
38,0,322,2,7,2,2,382,1,0,44,4,2,1,1,3,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,0
26,1,1479,1,1,3,1,384,3,0,84,3,2,4,2,3,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,0
50,0,797,1,4,1,1,385,1,1,96,3,5,8,2,3,19144,15815,3,0,14,3,1,2,28,4,2,10,4,1,6,0
53,0,1070,1,3,4,2,386,3,1,45,3,4,8,3,2,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,0
42,0,635,2,1,1,1,387,2,1,99,3,2,1,3,2,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6,0
29,1,442,2,2,2,1,388,2,1,44,3,2,1,4,1,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9,0
55,0,147,1,20,2,5,389,2,1,37,3,2,2,4,2,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,0
26,1,496,1,11,2,2,390,1,1,60,3,2,5,1,2,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3,0
37,0,1372,1,1,3,1,391,4,0,42,3,1,3,4,1,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7,0
44,1,920,1,24,3,1,392,4,1,43,3,1,2,3,3,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,1
38,0,688,1,23,4,1,393,4,1,82,3,2,5,4,3,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2,0
26,0,1449,1,16,4,2,394,1,1,45,3,1,2,2,3,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,1
28,0,1117,1,8,2,1,395,4,0,66,3,1,3,4,1,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,0
49,1,636,1,10,4,1,396,3,0,35,3,5,8,1,1,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,0
36,0,506,1,3,3,5,397,3,1,30,3,2,3,2,1,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7,0
31,1,444,2,5,3,4,399,4,0,84,3,1,7,2,3,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2,0
26,0,950,2,4,4,4,401,4,1,48,2,2,1,4,1,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4,1
37,1,889,1,9,3,2,403,2,1,53,3,1,3,4,2,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2,0
42,1,555,2,26,3,4,404,3,0,77,3,4,1,2,2,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8,0
18,0,230,1,3,3,1,405,3,1,54,3,1,2,3,1,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0,1
35,0,1232,2,16,3,4,406,3,1,96,3,3,1,2,2,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9,0
36,1,566,1,18,4,1,407,3,1,81,4,1,2,4,2,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,0
51,0,1302,1,2,3,2,408,4,1,84,1,2,4,2,3,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2,0
41,0,334,2,2,4,1,410,4,1,88,3,4,6,2,1,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4,0
18,0,812,2,10,3,2,411,4,0,69,2,1,7,3,1,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0,0
28,0,1476,1,16,2,2,412,2,1,68,4,2,5,1,1,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7,0
31,0,218,2,7,3,5,416,2,1,100,4,2,1,4,2,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,0
39,0,1132,1,1,3,2,417,3,1,48,4,3,5,4,3,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7,0
36,2,1105,1,24,4,1,419,2,0,47,3,2,2,2,2,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,0
32,0,906,2,7,3,1,420,4,1,91,2,2,1,3,2,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8,0
38,0,849,1,25,2,1,421,1,0,81,2,3,8,2,2,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,0
58,2,390,1,1,4,1,422,4,1,32,1,2,5,3,3,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2,0
31,0,691,1,5,4,5,423,3,1,86,3,1,3,4,2,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,0
31,0,106,3,2,3,3,424,1,1,62,2,2,3,1,2,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,0
45,1,1249,1,7,3,1,425,1,1,97,3,3,2,1,3,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,0
31,0,192,1,2,4,1,426,3,1,32,3,1,3,4,3,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,0
33,1,553,1,5,4,1,428,4,0,74,3,3,6,2,2,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,0
39,0,117,1,10,1,2,429,3,1,99,3,4,6,1,2,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,0
43,1,185,1,10,4,1,430,3,0,33,3,1,2,4,1,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7,0
49,0,1091,1,1,2,5,431,3,0,90,2,4,5,3,1,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,0
52,0,723,1,8,4,2,433,3,1,85,2,2,3,2,2,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,1
27,0,1220,1,5,3,1,434,3,0,85,3,1,3,2,1,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,0
32,0,588,2,8,2,5,436,3,0,65,2,2,1,2,2,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,0
27,0,1377,2,2,3,1,437,4,1,74,3,2,1,3,1,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,0
31,0,691,2,7,3,4,438,4,1,73,3,2,1,4,3,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,0
32,0,1018,1,2,4,2,439,1,0,74,4,2,3,4,1,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,0
28,0,1157,1,2,4,2,440,1,1,84,1,1,3,4,2,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,1
30,0,1275,1,28,2,2,441,4,0,64,3,2,3,4,2,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,0
31,1,798,1,7,2,1,442,3,0,48,2,3,4,3,2,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,0
39,1,672,1,7,2,2,444,3,1,54,2,5,6,4,2,19272,21141,1,0,15,3,1,1,21,2,3,21,9,13,3,0
39,0,1162,2,3,2,2,445,4,0,41,3,2,1,3,2,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,1
33,1,508,2,10,3,4,446,2,1,46,2,2,1,4,1,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,0
47,0,1482,1,5,5,1,447,4,1,42,3,5,8,3,2,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,0
43,1,559,1,10,4,1,448,3,0,82,2,2,2,3,3,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,0
27,2,210,2,1,1,4,449,3,1,73,3,2,1,2,2,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,0
54,1,928,1,20,4,1,450,4,0,31,3,2,3,3,1,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,0
43,0,1001,1,7,3,1,451,3,0,43,3,3,5,1,2,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,0
45,0,549,1,8,4,6,452,4,1,75,3,2,3,4,2,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,0
40,0,1124,2,1,2,2,453,2,1,57,1,2,1,4,2,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,0
29,0,318,1,8,4,6,454,2,1,77,1,1,2,1,2,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,1
29,0,738,1,9,5,6,455,2,1,30,2,1,2,4,1,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,0
30,0,570,2,5,3,4,456,4,0,30,2,2,1,3,3,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,0
27,0,1130,2,8,4,4,458,2,0,56,3,2,1,2,2,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,0
37,0,1192,1,5,2,2,460,4,1,61,3,2,4,4,3,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,0
38,0,343,1,15,2,1,461,3,1,92,2,3,8,4,3,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,0
31,0,1232,1,7,4,2,462,3,0,39,3,3,4,4,1,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,0
29,0,144,2,10,1,4,463,4,0,39,2,2,1,2,3,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,0
35,0,1296,1,5,4,5,464,3,1,62,3,3,4,2,1,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,0
23,0,1309,1,26,1,1,465,3,1,83,3,1,3,4,3,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,0
41,0,483,1,6,3,2,466,4,1,95,2,2,4,2,1,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,0
47,1,1309,2,4,1,2,467,2,1,99,3,2,7,3,1,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,0
42,0,810,1,23,5,1,468,1,0,44,3,4,8,4,1,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,0
29,2,746,2,2,3,1,469,4,1,61,3,2,1,3,2,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,0
42,0,544,3,2,1,5,470,3,1,52,3,1,3,3,3,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,0
32,0,1062,1,2,3,2,471,3,0,75,3,1,2,2,2,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,0
48,0,530,2,29,1,2,473,1,0,91,3,3,6,3,2,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,0
37,0,1319,1,6,3,2,474,3,1,51,4,2,3,1,3,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,0
30,2,641,2,25,2,5,475,4,0,85,3,2,1,3,2,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,0
26,0,933,2,1,3,1,476,3,1,57,3,2,1,3,2,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,0
42,0,1332,1,2,4,6,477,1,1,98,2,2,5,4,1,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,0
21,1,756,2,1,1,5,478,1,0,99,2,1,7,2,1,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,1
36,2,845,2,1,5,2,479,4,0,45,3,2,1,4,1,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,0
36,1,541,2,3,4,2,481,1,1,48,2,3,1,4,2,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,0
57,0,593,1,1,4,2,482,4,1,88,3,2,5,3,2,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0
40,0,1171,1,10,4,1,483,4,0,46,4,1,2,3,2,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,0
21,2,895,2,9,2,2,484,1,1,39,3,1,7,4,1,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,0
33,0,350,2,5,3,4,485,4,0,34,3,1,7,3,1,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,1
37,0,921,1,10,3,2,486,3,0,98,3,1,2,1,2,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3,0
46,2,1144,1,7,4,2,487,3,0,30,3,2,4,3,2,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,0
41,1,143,2,4,3,4,488,1,1,56,3,2,1,2,1,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,1
50,0,1046,1,10,3,5,491,4,1,100,2,3,5,4,1,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,0
40,0,575,2,22,2,4,492,3,1,68,2,2,1,3,2,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,1
31,0,408,1,9,4,1,493,3,1,42,2,1,3,2,1,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,0
21,0,156,2,12,3,1,494,3,0,90,4,1,7,2,1,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,1
29,0,1283,1,23,3,1,495,4,1,54,3,1,3,4,1,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,0
35,0,755,1,9,4,1,496,3,1,97,2,2,5,2,1,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,0
27,0,1469,1,1,2,2,497,4,1,82,3,1,2,2,3,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,0
28,0,304,2,9,4,1,498,2,1,92,3,2,1,4,1,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,0
49,0,1261,1,7,3,6,499,2,1,31,2,3,5,3,1,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,0
51,0,1178,2,14,2,1,500,3,0,87,3,2,1,4,2,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0
36,0,329,1,2,3,1,501,4,0,96,3,1,3,3,2,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,0
34,2,1362,2,19,3,4,502,1,1,67,4,2,1,4,1,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,1
55,0,1311,1,2,3,1,505,3,0,97,3,4,6,4,1,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,0
24,0,1371,2,10,4,4,507,4,0,77,3,2,1,3,3,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,0
30,0,202,2,2,1,5,508,3,1,72,3,1,7,2,2,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0
26,1,575,1,3,1,5,510,3,1,73,3,1,3,1,1,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,1
22,0,253,1,11,3,2,511,1,0,43,3,1,3,2,2,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,0
36,0,164,2,2,2,2,513,2,1,61,2,3,1,3,2,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,0
30,1,464,1,4,3,5,514,3,1,40,3,1,3,4,1,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,1
37,0,1107,1,14,3,1,515,4,0,95,3,1,2,1,3,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,0
40,0,759,2,2,2,4,516,4,0,46,3,2,1,2,3,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,0
42,0,201,1,1,4,1,517,2,0,95,3,1,2,1,3,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,0
37,0,1305,1,10,4,1,518,3,1,49,3,2,4,2,1,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,0
43,0,982,1,12,3,1,520,1,1,59,2,4,8,2,3,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,0
40,0,555,1,2,3,2,521,2,0,78,2,2,2,3,2,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,0
54,0,821,1,5,2,2,522,1,1,86,3,5,8,1,2,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,0
34,2,1381,2,4,4,4,523,3,0,72,3,2,1,3,2,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,0
31,0,480,1,7,2,2,524,2,0,31,3,2,4,1,2,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,0
43,1,313,1,21,3,2,525,4,1,61,3,1,2,4,2,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,0
43,0,1473,1,8,4,6,526,3,0,74,3,2,5,3,3,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,0
25,0,891,2,4,2,1,527,2,0,99,2,2,1,4,1,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,0
37,2,1063,1,25,5,2,529,2,0,72,3,2,3,3,2,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,0
31,0,329,1,1,2,1,530,4,1,98,2,1,2,1,2,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,0
39,1,1218,1,1,1,1,531,2,1,52,3,5,6,3,3,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,0
56,1,906,2,6,3,1,532,3,0,86,4,4,1,1,2,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,0
30,0,1082,2,12,3,5,533,2,0,83,3,2,1,3,1,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,0
41,0,645,2,1,3,4,534,2,1,49,4,3,1,1,2,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,0
28,0,1300,1,17,2,2,536,3,1,79,3,2,2,1,3,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,0
25,0,688,1,3,3,2,538,1,1,91,3,1,2,1,2,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,1
52,0,319,1,3,3,2,543,4,1,39,2,3,4,3,2,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,0
45,0,192,1,10,2,1,544,1,1,69,3,1,3,4,2,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,0
52,0,1490,1,4,2,1,546,4,0,30,3,4,6,4,2,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,0
42,1,532,1,29,2,1,547,1,0,92,3,2,3,3,3,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,0
